epoch,step,train_KL_loss,train_Total_loss,train_concept_loss,train_orth_loss,train_rec_loss,val_KL_loss,val_Total_loss,val_concept_loss,val_orth_loss,val_rec_loss
0,9,0.11755649000406265,0.1231079027056694,4.556494235992432,0.006229990161955357,0.09907826036214828,,,,,
0,19,1.109853744506836,0.09572473913431168,3.2827577590942383,0.0026996987871825695,0.07875990867614746,,,,,
0,28,,,,,,1.877453088760376,0.07239442318677902,2.9811246395111084,0.004129468463361263,0.05664413049817085
1,29,1.8819745779037476,0.07262373715639114,3.047941207885742,0.004062505438923836,0.0565527081489563,,,,,
1,39,2.0327765941619873,0.06359545141458511,2.631254196166992,0.0025494624860584736,0.04990895837545395,,,,,
1,49,2.412747859954834,0.058639347553253174,2.114229679107666,0.0024548154324293137,0.047553107142448425,,,,,
1,57,,,,,,2.6537325382232666,0.05632098391652107,1.8657160997390747,0.00310349790379405,0.04634517431259155
2,59,2.6854047775268555,0.0565764419734478,1.796151876449585,0.0032219295389950275,0.046924442052841187,,,,,
2,69,2.932729959487915,0.05387815088033676,1.574075698852539,0.003110690973699093,0.04535631090402603,,,,,
2,79,3.169522762298584,0.05059352517127991,1.3802472352981567,0.002013899851590395,0.04325781762599945,,,,,
2,86,,,,,,3.3050270080566406,0.05088343843817711,1.2974276542663574,0.0024721533991396427,0.04386882483959198
3,89,3.3217716217041016,0.05178145691752434,1.3174707889556885,0.0019826956558972597,0.04476434737443924,,,,,
3,99,3.533233880996704,0.04877114295959473,1.1596602201461792,0.002199192065745592,0.0424976721405983,,,,,
3,109,3.656951427459717,0.04862787574529648,1.162593960762024,0.003027541795745492,0.04217282682657242,,,,,
3,115,,,,,,3.7396111488342285,0.04746314510703087,1.0740402936935425,0.0025644670240581036,0.041542645543813705
4,119,3.7750589847564697,0.04695451632142067,0.9736976027488708,0.003547182772308588,0.04133883863687515,,,,,
4,129,3.9033164978027344,0.04706268012523651,0.9916871786117554,0.004846341907978058,0.04109594225883484,,,,,
4,139,3.9080862998962402,0.04682781919836998,1.016251564025879,0.0038790630642324686,0.040931664407253265,,,,,
4,144,,,,,,3.9466545581817627,0.045187316834926605,0.9839850068092346,0.0029650083743035793,0.03963492065668106
5,149,3.978447437286377,0.04450516775250435,0.9956023693084717,0.0023235457483679056,0.03902266174554825,,,,,
5,159,3.9862146377563477,0.04380536079406738,0.8692148327827454,0.0022172199096530676,0.03897598385810852,,,,,
5,169,4.120782852172852,0.043645065277814865,0.8443706035614014,0.002882193773984909,0.03880556300282478,,,,,
5,173,,,,,,4.097189903259277,0.04337933659553528,0.9189202785491943,0.0021026290487498045,0.038323238492012024
6,179,4.110348224639893,0.042236730456352234,0.8486617803573608,0.0022474247962236404,0.03750282898545265,,,,,
6,189,4.151516437530518,0.040842022746801376,0.7724093198776245,0.0020076099317520857,0.036536939442157745,,,,,
6,199,4.218157768249512,0.04308883473277092,0.8600668907165527,0.002162105403840542,0.03831389918923378,,,,,
6,202,,,,,,4.206878662109375,0.04221503809094429,0.8761518001556396,0.0015707776183262467,0.03747805580496788
7,209,4.2227888107299805,0.042347975075244904,0.8635094165802002,0.0018444422166794538,0.03761931136250496,,,,,
7,219,4.259047508239746,0.04203953221440315,0.8747179508209229,0.0016071147983893752,0.0373019315302372,,,,,
7,229,4.241046905517578,0.041499193757772446,0.7965788841247559,0.0014508317690342665,0.0371837243437767,,,,,
7,231,,,,,,4.264992713928223,0.041565146297216415,0.8501908779144287,0.0015800327528268099,0.03695553541183472
8,239,4.284335613250732,0.042506493628025055,0.8611230254173279,0.0021748594008386135,0.03772306069731712,,,,,
8,249,4.250527858734131,0.041444264352321625,0.8900884389877319,0.001730137737467885,0.036605291068553925,,,,,
8,259,4.354440212249756,0.04141338914632797,0.7683520317077637,0.0023306955117732286,0.03706194460391998,,,,,
8,260,,,,,,4.3029046058654785,0.0412185937166214,0.837634801864624,0.0015938372816890478,0.03666862100362778
9,269,4.310864448547363,0.040975406765937805,0.7298466563224792,0.0018586242804303765,0.036911338567733765,,,,,
9,279,4.315491676330566,0.041824694722890854,0.9217402935028076,0.0013397695729508996,0.03690488636493683,,,,,
9,289,4.285528182983398,0.041910283267498016,0.7201425433158875,0.0035998127423226833,0.037546753883361816,,,,,
9,289,,,,,,4.319297790527344,0.041084688156843185,0.8338121175765991,0.0016421230975538492,0.03654400631785393
10,299,4.373189926147461,0.04163523390889168,0.8032938241958618,0.0012857445981353521,0.03731788322329521,,,,,
10,309,4.315197944641113,0.041002288460731506,0.8141152858734131,0.0011414957698434591,0.03666025772690773,,,,,
10,318,,,,,,4.325468063354492,0.04102039337158203,0.830794095993042,0.0014487390872091055,0.0365334190428257
11,319,4.326578140258789,0.041491128504276276,0.8221359252929688,0.0016272017965093255,0.03701174259185791,,,,,
11,329,4.3244242668151855,0.04150344058871269,0.7845836877822876,0.0012205257080495358,0.03729317709803581,,,,,
11,339,4.35079288482666,0.04025762155652046,0.7740971446037292,0.0016941127832978964,0.03600480407476425,,,,,
11,347,,,,,,4.341553211212158,0.04091129079461098,0.8258053660392761,0.001511234906502068,0.03643660619854927
12,349,4.356891632080078,0.040923625230789185,0.7857949137687683,0.0012345819268375635,0.0367041677236557,,,,,
12,359,4.312222957611084,0.04156867414712906,0.7878456115722656,0.0014638917054980993,0.03729354217648506,,,,,
12,369,4.368886947631836,0.04011448100209236,0.7983753681182861,0.0021057543344795704,0.03565776348114014,,,,,
12,376,,,,,,4.380435466766357,0.04064458608627319,0.8130990862846375,0.0015450643841177225,0.03622627630829811
13,379,4.40058708190918,0.04096345975995064,0.7896082401275635,0.004596897400915623,0.03605203330516815,,,,,
13,389,4.411118507385254,0.04004853963851929,0.6907633543014526,0.001693681930191815,0.03621187433600426,,,,,
13,399,4.443668842315674,0.04130774363875389,0.8212635517120361,0.002593851648271084,0.03663822263479233,,,,,
13,405,,,,,,4.456221103668213,0.040183667093515396,0.7901831865310669,0.0019353978568688035,0.03580111265182495
14,409,4.4586100578308105,0.041029658168554306,0.8154076933860779,0.0030731926672160625,0.0362933948636055,,,,,
14,419,4.5501508712768555,0.03957393020391464,0.7207623720169067,0.0025837444700300694,0.03540786728262901,,,,,
14,429,4.54486083984375,0.03967687115073204,0.7418566346168518,0.0022038535680621862,0.035481370985507965,,,,,
14,434,,,,,,4.556397438049316,0.039404209703207016,0.7547123432159424,0.0018892561784014106,0.03520723059773445
15,439,4.540328025817871,0.03928438574075699,0.6670212745666504,0.0016010311665013433,0.03558366745710373,,,,,
15,449,4.644819259643555,0.039215315133333206,0.7784552574157715,0.002311506774276495,0.03481429070234299,,,,,
15,459,4.633841514587402,0.03867444396018982,0.5940719842910767,0.0019459641771391034,0.03526855260133743,,,,,
15,463,,,,,,4.672458648681641,0.03855704888701439,0.712207019329071,0.0028469846583902836,0.03437989205121994
16,469,4.646614074707031,0.03824875131249428,0.6618087291717529,0.002077053999528289,0.034477829933166504,,,,,
16,479,4.706392288208008,0.03837837278842926,0.5981489419937134,0.004585042595863342,0.034423552453517914,,,,,
16,489,4.796204566955566,0.037674643099308014,0.6662042737007141,0.0022919687908142805,0.03383726626634598,,,,,
16,492,,,,,,4.784387588500977,0.03750452399253845,0.6676961779594421,0.0023258139844983816,0.03365303575992584
17,499,4.792433261871338,0.03732053190469742,0.5728070139884949,0.0032061287201941013,0.03376734256744385,,,,,
17,509,4.8088860511779785,0.03760324791073799,0.6266608238220215,0.002136162482202053,0.03399462252855301,,,,,
17,519,4.874314785003662,0.036391910165548325,0.5457702875137329,0.002439339179545641,0.03312645107507706,,,,,
17,521,,,,,,4.873873710632324,0.036382853984832764,0.6260051727294922,0.0024605391081422567,0.03271198645234108
18,529,4.863755226135254,0.03547300398349762,0.46055012941360474,0.003338502487167716,0.03245391696691513,,,,,
18,539,4.950898170471191,0.03531637415289879,0.5495353937149048,0.0028313100337982178,0.03195292502641678,,,,,
18,549,4.975817680358887,0.03529328107833862,0.44828182458877563,0.004064680077135563,0.032189175486564636,,,,,
18,550,,,,,,4.9340434074401855,0.03575105592608452,0.5953186750411987,0.003256512340158224,0.03207382187247276
19,559,4.923810005187988,0.03649654611945152,0.5228023529052734,0.0043925815261900425,0.032954782247543335,,,,,
