epoch,step,train_KL_loss,train_Total_loss,train_concept_loss,train_orth_loss,train_rec_loss,val_KL_loss,val_Total_loss,val_concept_loss,val_orth_loss,val_rec_loss
0,9,0.1458221673965454,0.12309285998344421,4.288248062133789,0.004737834446132183,0.10070259124040604,,,,,
0,19,1.1394026279449463,0.0969659611582756,3.2769274711608887,0.0020236175041645765,0.08016520738601685,,,,,
0,28,,,,,,1.7480998039245605,0.0723491981625557,2.9207515716552734,0.0029901263769716024,0.05712993070483208
1,29,1.7649579048156738,0.07321754097938538,2.99507999420166,0.005013514310121536,0.05722178891301155,,,,,
1,39,1.9371798038482666,0.06317774951457977,2.417086362838745,0.0026277753058820963,0.050547391176223755,,,,,
1,49,2.272940158843994,0.05809033662080765,2.100647211074829,0.0028394656255841255,0.046996477991342545,,,,,
1,57,,,,,,2.4985744953155518,0.05622104927897453,1.8617936372756958,0.0027604056522250175,0.04633501544594765
2,59,2.532137393951416,0.05595005676150322,1.7931851148605347,0.002715882146731019,0.04641563445329666,,,,,
2,69,2.7126996517181396,0.05437205731868744,1.6375768184661865,0.002040054416283965,0.045749034732580185,,,,,
2,79,2.962526321411133,0.05200952664017677,1.415724754333496,0.0031328375916928053,0.0442747138440609,,,,,
2,86,,,,,,3.128891706466675,0.0512629859149456,1.3451863527297974,0.001794886658899486,0.044146787375211716
3,89,3.1637799739837646,0.051090892404317856,1.3145010471343994,0.0018816174706444144,0.04411042481660843,,,,,
3,99,3.327131748199463,0.050835203379392624,1.1876250505447388,0.0023660161532461643,0.04439060389995575,,,,,
3,109,3.419991970062256,0.048754509538412094,1.0783289670944214,0.0021613400895148516,0.04289639741182327,,,,,
3,115,,,,,,3.5129592418670654,0.04830239713191986,1.1168278455734253,0.0022711751516908407,0.04222888872027397
4,119,3.5433220863342285,0.04803379252552986,1.0532419681549072,0.00130601751152426,0.04247094690799713,,,,,
4,129,3.6062498092651367,0.04726622626185417,1.087395429611206,0.0022833398543298244,0.04133652150630951,,,,,
4,139,3.731203079223633,0.045710593461990356,1.0034204721450806,0.0015734059270471334,0.04034149646759033,,,,,
4,144,,,,,,3.7489118576049805,0.04617276042699814,1.0068330764770508,0.002566496143117547,0.04058780148625374
5,149,3.7698278427124023,0.04530908167362213,0.8742341995239258,0.0033536795526742935,0.04022947698831558,,,,,
5,159,3.80918550491333,0.0454593300819397,0.9560768604278564,0.0019277615938335657,0.04025530070066452,,,,,
5,169,3.886134147644043,0.045443326234817505,0.9487262964248657,0.00167349842377007,0.040326133370399475,,,,,
5,173,,,,,,3.8729248046875,0.04442689195275307,0.9367542862892151,0.002044030698016286,0.039295587688684464
6,179,3.917044162750244,0.044259924441576004,0.8377413749694824,0.0010961771477013826,0.039812810719013214,,,,,
6,189,3.9474072456359863,0.04407516121864319,0.8192130327224731,0.0011636605486273766,0.039706889539957047,,,,,
6,199,3.984090805053711,0.04289798438549042,0.7893927097320557,0.0010046421084553003,0.038710251450538635,,,,,
6,202,,,,,,3.9754953384399414,0.04335177689790726,0.894103467464447,0.0019278298132121563,0.038455940783023834
7,209,4.015968322753906,0.04333757981657982,0.9061301350593567,0.001400000648573041,0.038486771285533905,,,,,
7,219,4.030290126800537,0.043337371200323105,0.8741344213485718,0.0013606153661385179,0.03865427523851395,,,,,
7,229,4.0457024574279785,0.0432087779045105,0.8038602471351624,0.0011381618678569794,0.03892138600349426,,,,,
7,231,,,,,,4.038455486297607,0.04275345802307129,0.8674054741859436,0.0020516272634267807,0.037965722382068634
8,239,4.0165205001831055,0.042200636118650436,0.8587019443511963,0.0007714327075518668,0.03771267458796501,,,,,
8,249,4.086442947387695,0.042175959795713425,0.7849702835083008,0.0010701098944991827,0.03799622505903244,,,,,
8,259,4.079392433166504,0.041803114116191864,0.7473524212837219,0.0012971507385373116,0.03776612877845764,,,,,
8,260,,,,,,4.0715718269348145,0.042333830147981644,0.8546072840690613,0.001535911811515689,0.03771289810538292
9,269,4.0842695236206055,0.042011987417936325,0.8745319843292236,0.0007931154686957598,0.03743986040353775,,,,,
9,279,4.097661972045898,0.04157144948840141,0.7625879645347595,0.0015071232337504625,0.03741610795259476,,,,,
9,289,4.086039066314697,0.043734438717365265,0.897894024848938,0.003441835753619671,0.03851574286818504,,,,,
9,289,,,,,,4.084342956542969,0.04217175021767616,0.8486235737800598,0.0013494063168764114,0.03761790692806244
10,299,4.0966877937316895,0.040977902710437775,0.7320684194564819,0.0009818481048569083,0.03708022087812424,,,,,
10,309,4.1100873947143555,0.04260600358247757,0.741220235824585,0.000934234238229692,0.03867195546627045,,,,,
10,318,,,,,,4.090856075286865,0.042106546461582184,0.8466334939002991,0.001280555035918951,0.037576355040073395
11,319,4.118686676025391,0.042623817920684814,0.7958853244781494,0.0011295895092189312,0.03837728872895241,,,,,
11,329,4.129080295562744,0.04201816767454147,0.8134812712669373,0.0009522532345727086,0.03771901875734329,,,,,
11,339,4.107475280761719,0.04173745587468147,0.7737995982170105,0.0009293975308537483,0.0376415029168129,,,,,
11,347,,,,,,4.103205680847168,0.041986752301454544,0.8412532210350037,0.0012831678614020348,0.037482816725969315
12,349,4.141934871673584,0.04342950880527496,0.8452633023262024,0.0011012391187250614,0.038941528648138046,,,,,
12,359,4.180374622344971,0.04353214055299759,0.8640352487564087,0.0016036706510931253,0.03884942829608917,,,,,
12,369,4.186547756195068,0.04180470108985901,0.8053268194198608,0.0010177503572776914,0.03753265365958214,,,,,
12,376,,,,,,4.1422438621521,0.0417187362909317,0.8262393474578857,0.0014472377952188253,0.037256669253110886
13,379,4.179993152618408,0.04088316112756729,0.720548152923584,0.001060973503626883,0.03702642396092415,,,,,
13,389,4.212914943695068,0.041572071611881256,0.7847219705581665,0.0013563784305006266,0.03733505681157112,,,,,
13,399,4.203099727630615,0.04201830178499222,0.7421495318412781,0.0018549722153693438,0.03789452835917473,,,,,
13,405,,,,,,4.211884498596191,0.04117920249700546,0.8006981015205383,0.0015712733147665858,0.03681933879852295
14,409,4.246291637420654,0.04244375228881836,0.848408043384552,0.00140910386107862,0.03787742555141449,,,,,
14,419,4.277439117431641,0.04119059070944786,0.7542552351951599,0.0017005823319777846,0.03703642636537552,,,,,
14,429,4.339846134185791,0.04025835916399956,0.7594126462936401,0.0015220928471535444,0.03611347824335098,,,,,
14,434,,,,,,4.308743000030518,0.040382202714681625,0.7603824734687805,0.0016618946101516485,0.03620482236146927
15,439,4.375255107879639,0.04003235697746277,0.6265950202941895,0.0017186417244374752,0.036511898040771484,,,,,
15,449,4.451883316040039,0.039771668612957,0.6991199851036072,0.0017775993328541517,0.03587603196501732,,,,,
15,459,4.416900634765625,0.04012465476989746,0.6524637937545776,0.002571408636868,0.03630388528108597,,,,,
15,463,,,,,,4.44126558303833,0.03931808099150658,0.7083848714828491,0.001595706446096301,0.03541260585188866
16,469,4.5210981369018555,0.038611818104982376,0.6478978395462036,0.001239691162481904,0.03507918119430542,,,,,
16,479,4.528311252593994,0.03795744478702545,0.5903196930885315,0.0015370999462902546,0.03465314209461212,,,,,
16,489,4.608619689941406,0.03855698183178902,0.5853005647659302,0.0030979132279753685,0.03496481105685234,,,,,
16,492,,,,,,4.567298889160156,0.03836303949356079,0.656162679195404,0.00265518412925303,0.03450552001595497
17,499,4.657125473022461,0.036699336022138596,0.5421085357666016,0.001620166702196002,0.03361818939447403,,,,,
17,509,4.6141133308410645,0.03778161481022835,0.5390435457229614,0.002639962825924158,0.03451226279139519,,,,,
17,519,4.636975288391113,0.037922728806734085,0.6238514184951782,0.002393765840679407,0.034278351813554764,,,,,
17,521,,,,,,4.629388332366943,0.03713570535182953,0.6036240458488464,0.0023084080312401056,0.03360961377620697
18,529,4.687634468078613,0.03906327858567238,0.5600653886795044,0.010202893987298012,0.03417549654841423,,,,,
18,539,4.751801490783691,0.036213044077157974,0.5021849274635315,0.0032760845497250557,0.03299938514828682,,,,,
