epoch,step,train_KL_loss,train_Total_loss,train_concept_loss,train_orth_loss,train_rec_loss,val_KL_loss,val_Total_loss,val_concept_loss,val_orth_loss,val_rec_loss
0,9,0.14439606666564941,0.12339100986719131,4.368100166320801,0.005170061253011227,0.10051505267620087,,,,,
0,19,1.2190582752227783,0.09364873170852661,3.196506977081299,0.0025597349740564823,0.07714205980300903,,,,,
0,28,,,,,,1.9314607381820679,0.07155066728591919,2.96931529045105,0.0029379038605839014,0.05609719827771187
1,29,1.9428011178970337,0.07300658524036407,2.958043098449707,0.0026019325014203787,0.05767655372619629,,,,,
1,39,2.0479013919830322,0.06264191120862961,2.4673709869384766,0.003345838049426675,0.04961541295051575,,,,,
1,49,2.3748631477355957,0.0579344779253006,2.0825319290161133,0.002274361439049244,0.047043196856975555,,,,,
1,57,,,,,,2.5752429962158203,0.05654556676745415,1.9300676584243774,0.003396898740902543,0.04619009792804718
2,59,2.6029701232910156,0.05628029257059097,1.789404273033142,0.005263696424663067,0.04625450074672699,,,,,
2,69,2.778728723526001,0.05394817888736725,1.5378838777542114,0.0014218358555808663,0.04594660550355911,,,,,
2,79,2.9559507369995117,0.0528760701417923,1.5679954290390015,0.0020792055875062943,0.04459069296717644,,,,,
2,86,,,,,,3.1309456825256348,0.05138296261429787,1.3935210704803467,0.001547680702060461,0.04407450556755066
3,89,3.1702818870544434,0.050690099596977234,1.3106486797332764,0.0010724531020969152,0.043890662491321564,,,,,
3,99,3.3249964714050293,0.0511402003467083,1.250154733657837,0.001442264998331666,0.04456772655248642,,,,,
3,109,3.4290647506713867,0.049670279026031494,1.1844305992126465,0.0026622223667800426,0.043181389570236206,,,,,
3,115,,,,,,3.5480103492736816,0.04890178143978119,1.1268482208251953,0.005185383837670088,0.04219498485326767
4,119,3.5908265113830566,0.04675053432583809,1.0866961479187012,0.0014518212992697954,0.04099078103899956,,,,,
4,129,3.721008062362671,0.046235594898462296,0.9998505115509033,0.003897152841091156,0.040419697761535645,,,,,
4,139,3.7347288131713867,0.04706837609410286,0.9932003021240234,0.0022351848892867565,0.0416179895401001,,,,,
4,144,,,,,,3.7684147357940674,0.04630838334560394,1.0019811391830444,0.004048450849950314,0.04045110195875168
5,149,3.801682949066162,0.044947292655706406,1.005692958831787,0.0016144949477165937,0.039557911455631256,,,,,
5,159,3.866318702697754,0.04467238113284111,0.9561497569084167,0.0020850589498877525,0.03943595290184021,,,,,
5,169,3.93817400932312,0.04489490017294884,0.9680054187774658,0.0017707855440676212,0.039661336690187454,,,,,
5,173,,,,,,3.9495480060577393,0.04433624818921089,0.9302423596382141,0.0020090187899768353,0.03924374282360077
6,179,3.9573493003845215,0.044320955872535706,0.9238321781158447,0.0012263659154996276,0.03941694647073746,,,,,
6,189,4.00941276550293,0.04379470646381378,0.9404040575027466,0.0014422893291339278,0.03876413404941559,,,,,
6,199,4.035660266876221,0.04178135097026825,0.8067707419395447,0.0010847062803804874,0.037490200251340866,,,,,
6,202,,,,,,4.066092014312744,0.04314567148685455,0.8802748918533325,0.0013483173679560423,0.038433969020843506
7,209,4.06558895111084,0.04373355582356453,0.8705757260322571,0.0016602268442511559,0.03900797665119171,,,,,
7,219,4.124858379364014,0.04395250603556633,0.8903301358222961,0.0017842059023678303,0.039102762937545776,,,,,
7,229,4.118511199951172,0.042476680129766464,0.7987409830093384,0.0022893217392265797,0.03798392415046692,,,,,
7,231,,,,,,4.135555267333984,0.0425337590277195,0.8521590232849121,0.0014087490271776915,0.03794986009597778
8,239,4.14840030670166,0.04163811355829239,0.7533069849014282,0.0010429400717839599,0.03762150555849075,,,,,
8,249,4.1710686683654785,0.04231592267751694,0.8804140090942383,0.00110880087595433,0.03765038028359413,,,,,
8,259,4.169685363769531,0.04218423366546631,0.8266740441322327,0.0011631528614088893,0.037776537239551544,,,,,
8,260,,,,,,4.173033237457275,0.04219435155391693,0.8375937938690186,0.0013031224953010678,0.03770403563976288
9,269,4.179123878479004,0.04218776524066925,0.7811146974563599,0.0018032178049907088,0.03787975758314133,,,,,
9,279,4.164660453796387,0.04214364290237427,0.8143843412399292,0.0011169267818331718,0.037806689739227295,,,,,
